Date,Route,Rating,Notes,URL,Pitches,Location,Avg Stars,Your Stars,Style,Lead Style,Route Type,Your Grade,Length,Route Crag,Route State
2021-06-15,The Upheaval,5.9,No Notes,https://www.mountainproject.com/route/105963143/the-upheaval,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > E) Kaymoor Slabs,3.0,-1,TR,Not Led,Sport,Not Assigned,85.0,E) Kaymoor Slabs,West Virginia
2021-06-15,With a Little Help from My Friends,5.10a,No Notes,https://www.mountainproject.com/route/106046077/with-a-little-help-from-my-friends,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > E) Kaymoor Slabs,2.7,-1,TR,Not Led,Sport,Not Assigned,80.0,E) Kaymoor Slabs,West Virginia
2021-06-15,Totally-Clipse,5.8,No Notes,https://www.mountainproject.com/route/105963388/totally-clipse,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > E) Kaymoor Slabs,2.3,-1,Lead,Onsight,Sport,Not Assigned,75.0,E) Kaymoor Slabs,West Virginia
2021-06-06,Flight of the Gumby,5.9+,No Notes,https://www.mountainproject.com/route/105944377/flight-of-the-gumby,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 6. Butcher's Branch,3.5,4,TR,Not Led,Sport,Not Assigned,80.0,6. Butcher's Branch,West Virginia
2021-06-06,Rico Suave,5.10a,No Notes,https://www.mountainproject.com/route/105963848/rico-suave,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 3. Rico Suave Buttress,3.5,-1,TR,Not Led,Sport,Not Assigned,70.0,3. Rico Suave Buttress,West Virginia
2021-06-06,Springer,5.10b,No falls,https://www.mountainproject.com/route/105966922/springer,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 6. Butcher's Branch,2.6,4,TR,Not Led,Sport,Not Assigned,75.0,6. Butcher's Branch,West Virginia
2021-06-05,Hippie Dreams,5.7,No Notes,https://www.mountainproject.com/route/105992273/hippie-dreams,1,West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall,2.9,-1,TR,Not Led,Sport,Not Assigned,75.0,Orange Oswald Wall,West Virginia
2021-06-05,The Hell With That,5.9,No Notes,https://www.mountainproject.com/route/106942184/the-hell-with-that,1,West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall,2.8,-1,TR,Not Led,Trad,Not Assigned,78.0,Orange Oswald Wall,West Virginia
2021-06-05,Sniff the Drill,5.8,No Notes,https://www.mountainproject.com/route/106139168/sniff-the-drill,1,West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Narcissus Cave,2.4,-1,TR,Not Led,Sport,Not Assigned,45.0,Narcissus Cave,West Virginia
2021-05-31,Fantasy,5.8,No Notes,https://www.mountainproject.com/route/106155521/fantasy,2,West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > M) Fantasy Area,3.5,4,TR,Not Led,Trad,Not Assigned,120.0,M) Fantasy Area,West Virginia
2021-05-29,Frog Hunt,5.10b,No Notes,https://www.mountainproject.com/route/112305851/frog-hunt,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Upper Meadow > 3. Second Buttress,2.5,-1,TR,Not Led,Sport,Not Assigned,60.0,3. Second Buttress,West Virginia
2021-05-27,Ferrovieri,5.7,No Notes,https://www.mountainproject.com/route/113785114/ferrovieri,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Upper Meadow > 3. Second Buttress,3.6,4,TR,Not Led,Sport,Not Assigned,100.0,3. Second Buttress,West Virginia
2021-05-26,Bobby D's Bunny,5.6,Clean,https://www.mountainproject.com/route/106138121/bobby-ds-bunny,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 01. Sandstonia,2.2,-1,TR,Not Led,Sport,Not Assigned,70.0,01. Sandstonia,West Virginia
2021-05-26,5.5 My Ass,5.6,Clean,https://www.mountainproject.com/route/105856063/55-my-ass,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 01. Sandstonia,1.9,-1,TR,Not Led,Sport,Not Assigned,50.0,01. Sandstonia,West Virginia
2021-05-24,Flight of the Gumby,5.9+,Incredible!! No falls ,https://www.mountainproject.com/route/105944377/flight-of-the-gumby,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 6. Butcher's Branch,3.5,4,TR,Not Led,Sport,Not Assigned,80.0,6. Butcher's Branch,West Virginia
2021-05-23,Creature Feature,5.9,"Fell on roof, hardest move I’ve done yet! ",https://www.mountainproject.com/route/105889536/creature-feature,1,Kentucky > Red River Gorge > Northern Gorge > Phantasia,3.2,4,TR,Not Led,Sport,Not Assigned,70.0,Phantasia,Kentucky
2021-05-21,EGBG,5.10a,"Some assisted moves, fell",https://www.mountainproject.com/route/108766319/egbg,1,Kentucky > Red River Gorge > Bald Rock Recreational Preserve (BRRP) > Chocolate Factory,3.6,-1,Solo,Not Led,Sport,Not Assigned,90.0,Chocolate Factory,Kentucky
2021-05-21,Wonkaholic,5.10a, Bottom boink ,https://www.mountainproject.com/route/107379163/wonkaholic,1,Kentucky > Red River Gorge > Bald Rock Recreational Preserve (BRRP) > Chocolate Factory,2.7,-1,TR,Not Led,Sport,Not Assigned,50.0,Chocolate Factory,Kentucky
2021-04-18,Deuces Wild,5.10a,No Notes,https://www.mountainproject.com/route/105748292/deuces-wild,1,Colorado > Golden > Clear Creek Canyon > High Wire Crag,2.4,-1,TR,Not Led,Sport,Not Assigned,145.0,High Wire Crag,Colorado
2021-04-18,Poker Face,5.8+,No Notes,https://www.mountainproject.com/route/105752698/poker-face,1,Colorado > Golden > Clear Creek Canyon > High Wire Crag,2.2,-1,TR,Not Led,"Sport, TR",Not Assigned,78.0,High Wire Crag,Colorado
2021-04-18,Pony Up,5.8,No Notes,https://www.mountainproject.com/route/105748262/pony-up,1,Colorado > Golden > Clear Creek Canyon > High Wire Crag,2.1,-1,TR,Not Led,Sport,Not Assigned,78.0,High Wire Crag,Colorado
2021-04-18,Everything Rhymes with Orange,5.9,No Notes,https://www.mountainproject.com/route/112535700/everything-rhymes-with-orange,1,Colorado > Golden > Clear Creek Canyon > High Wire Crag,2.6,-1,TR,Not Led,Sport,Not Assigned,85.0,High Wire Crag,Colorado
